raw_SMILES,reaxys_id,SMILES,cas_number
BrC1=CC=C(C=O)C=C1,507100,O=Cc1ccc(Br)cc1,1122-91-4
NC1=CC=C(Br)C=C1,742031,Nc1ccc(Br)cc1,106-40-1
CC(=O)C1=CC=C(Br)C=C1,386015,CC(=O)c1ccc(Br)cc1,99-90-1
CC1=CC=C(Br)C=C1,1903636,Cc1ccc(Br)cc1,106-38-7
COC1=CC=C(Br)C=C1,1237590,COc1ccc(Br)cc1,104-92-7
BrC1=CC=CC=C1C=O,636132,O=Cc1ccccc1Br,6630-33-7
OC1=CC=C(Br)C=C1,1680024,Oc1ccc(Br)cc1,106-41-2
BrC1=CC(C=O)=CC=C1,1634534,O=Cc1cccc(Br)c1,3132-99-8
BrC1=CC=C(I)C=C1,1904545,Brc1ccc(I)cc1,589-87-7
BrC1=CC=C(C=C1)C#N,2041518,N#Cc1ccc(Br)cc1,623-00-7
BrC1=CC=C(C=C1)N(=O)=O,636964,O=[N+]([O-])c1ccc(Br)cc1,586-78-7
BrC1=CC=CC2=CC=CC=C12,1906414,Brc1cccc2ccccc12,90-11-9
CC1=CC=CC=C1Br,1904176,Cc1ccccc1Br,95-46-5
NC1=CC=CC=C1Br,742062,Nc1ccccc1Br,615-36-1
ClC(=O)C1=CC=C(Br)C=C1,636641,O=C(Cl)c1ccc(Br)cc1,586-75-4
OC1=C(C=O)C=C(Br)C=C1,774710,O=Cc1cc(Br)ccc1O,1761-61-1
NC1=CC(Br)=CC=C1,742028,Nc1cccc(Br)c1,591-19-5
OC(=O)C1=CC=C(Br)C=C1,1906923,O=C(O)c1ccc(Br)cc1,586-76-5
BrCC(=O)C1=CC=C(Br)C=C1,607604,O=C(CBr)c1ccc(Br)cc1,99-73-0
FC1=CC=C(Br)C=C1,774102,Fc1ccc(Br)cc1,460-00-4
COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=CC=C(Br)C=C3F)C2=C1,9161676,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,443913-73-3
ClC1=CC=C(Br)C=C1,1099014,Clc1ccc(Br)cc1,106-39-8
BrC1=CC2=CC=CC=C2C=C1,1858110,Brc1ccc2ccccc2c1,580-13-2
BrCC1=CC=C(Br)C=C1,606498,BrCc1ccc(Br)cc1,589-15-1
FC(F)(F)C1=CC=C(Br)C=C1,2045666,FC(F)(F)c1ccc(Br)cc1,402-43-7
CC1=CC(Br)=CC=C1,1903633,Cc1cccc(Br)c1,591-17-3
OC1=CC=CC=C1Br,1905115,Oc1ccccc1Br,95-56-7
BrC1=CC=C(C=C)C=C1,1634204,C=Cc1ccc(Br)cc1,2039-82-9
BrC1=CC=CC(I)=C1,1854384,Brc1cccc(I)c1,591-18-4
COC1=CC=CC=C1Br,1859996,COc1ccccc1Br,578-57-4
COC1=CC(Br)=CC=C1,1524687,COc1cccc(Br)c1,2398-37-0
BrC1=CC=C(C=C1)C#C,1209726,C#Cc1ccc(Br)cc1,766-96-1
OB(O)C1=CC=C(Br)C=C1,2936347,OB(O)c1ccc(Br)cc1,5467-74-3
OCC1=CC=C(Br)C=C1,1931620,OCc1ccc(Br)cc1,873-75-6
ClS(=O)(=O)C1=CC=C(Br)C=C1,743518,O=S(=O)(Cl)c1ccc(Br)cc1,98-58-8
COC(=O)C1=CC=C(Br)C=C1,2045132,COC(=O)c1ccc(Br)cc1,619-42-1
CC(=O)C1=CC(Br)=CC=C1,507599,CC(=O)c1cccc(Br)c1,2142-63-4
OC1=CC=CC(Br)=C1,1853950,Oc1cccc(Br)c1,591-20-8
SC1=CC=C(Br)C=C1,507031,Sc1ccc(Br)cc1,106-53-6
CC(=O)C1=C(Br)C=CC=C1,1931534,CC(=O)c1ccccc1Br,2142-69-0
BrC1=CC=CC=C1C1=CC=CC=C1,1863156,Brc1ccccc1-c1ccccc1,2052-07-5
OC(=O)C1=CC=CC=C1Br,971266,O=C(O)c1ccccc1Br,88-65-3
CN(C)C1=CC=C(Br)C=C1,2206155,CN(C)c1ccc(Br)cc1,586-77-6
BrC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,1910182,O=C(c1ccccc1)c1ccc(Br)cc1,90-90-4
BrC1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,2730199,Brc1ccc(N(c2ccccc2)c2ccccc2)cc1,36809-26-4
BrC1=C2C=CC=CC2=CC2=CC=CC=C12,1869747,Brc1c2ccccc2cc2ccccc12,1564-64-3
BrCC1=CC=CC=C1Br,971015,BrCc1ccccc1Br,3433-80-5
BrC1=CC=C(C=C1)C1=NC(=NC(=N1)C1=CC=CC=C1)C1=CC=CC=C1,551030,Brc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,23449-08-3
CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO,11099648,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,606143-52-6
BrC1=CC=CC(=C1)C#N,1858942,N#Cc1cccc(Br)c1,6952-59-6
CCCSP(=O)(OCC)OC1=CC=C(Br)C=C1Cl,2150258,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,41198-08-7
BrC1=CC=CC=C1C#N,2042185,N#Cc1ccccc1Br,2042-37-7
OC(=O)C1=CC=CC(Br)=C1,2041792,O=C(O)c1cccc(Br)c1,585-76-2
BrC1=CC=C(C=C1)N1C2=CC=CC=C2C2=C1C=CC=C2,199590,Brc1ccc(-n2c3ccccc3c3ccccc32)cc1,57102-42-8
FC1=CC=CC=C1Br,1071819,Fc1ccccc1Br,1072-85-1
FC1=CC(Br)=CC=C1,1853969,Fc1cccc(Br)c1,1073-06-9
CCOC(=O)C1=CC=C(Br)C=C1,1867129,CCOC(=O)c1ccc(Br)cc1,5798-75-4
BrC1=CC=CC(=C1)N(=O)=O,2043212,O=[N+]([O-])c1cccc(Br)c1,585-79-5
NC1=C(N)C=C(Br)C=C1,742466,Nc1ccc(Br)cc1N,1575-37-7
ClC1=CC=CC(Br)=C1,1446353,Clc1cccc(Br)c1,108-37-2
OC1=CC2=CC=C(Br)C=C2C=C1,1100270,Oc1ccc2cc(Br)ccc2c1,15231-91-1
NCC1=CC=C(Br)C=C1,2689604,NCc1ccc(Br)cc1,3959-07-7
BrC1=CC=CC(=C1)C1=CC=CC=C1,2043191,Brc1cccc(-c2ccccc2)c1,2113-57-7
CC1=CC(Br)=CC(C)=C1,1926375,Cc1cc(C)cc(Br)c1,556-96-7
OC(=O)CC1=CC=C(Br)C=C1,972146,O=C(O)Cc1ccc(Br)cc1,1878-68-8
BrC1=CC2=C(C=CC=C2)C2=C1C=CC=C2,1869927,Brc1cc2ccccc2c2ccccc12,573-17-1
ClC(=O)C1=CC(Br)=CC=C1,1635505,O=C(Cl)c1cccc(Br)c1,1711-09-7
ClC(=O)C1=CC=CC=C1Br,508506,O=C(Cl)c1ccccc1Br,7154-66-7
NNC1=CC=C(Br)C=C1,742474,NNc1ccc(Br)cc1,589-21-9
CC(O)C1=CC=C(Br)C=C1,5729995,CC(O)c1ccc(Br)cc1,5391-88-8
BrCC1=CC=CC(Br)=C1,2078683,BrCc1cccc(Br)c1,823-78-9
OB(O)C1=CC(Br)=CC=C1,3127104,OB(O)c1cccc(Br)c1,89598-96-9
NC1=C(C=C(Br)C=C1)C(O)=O,639028,Nc1ccc(Br)cc1C(=O)O,5794-88-7
OCC1=C(Br)C=CC=C1,2243418,OCc1ccccc1Br,18982-54-2
ClC1=CC=CC=C1Br,1855303,Clc1ccccc1Br,694-80-4
CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3F)=C(C=C12)C(=O)NOCCO,11788880,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,606143-89-9
BrC1=CC=C(C=C1)C1=NC2=CC=CC=C2N1C1=CC=CC=C1,617138,Brc1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1,2620-76-0
CC(=O)NC1=CC=C(Br)C=C1,2208091,CC(=O)Nc1ccc(Br)cc1,103-88-8
FC1=C(C=C(Br)C=C1)N(=O)=O,2329084,O=[N+]([O-])c1cc(Br)ccc1F,364-73-8
CC1=CC=CC(C)=C1Br,1929780,Cc1cccc(C)c1Br,576-22-7
CC#CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC1=CC=CC(Br)=C1,9076651,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,194423-06-8
FC1=CC(Br)=CC(F)=C1,1931520,Fc1cc(F)cc(Br)c1,461-96-1
OB(O)C1=CC=CC=C1Br,8542615,OB(O)c1ccccc1Br,244205-40-1
BrC1=C(C=C)C=CC=C1,2323537,C=Cc1ccccc1Br,2039-88-5
BrC1=CC=C2C=CC3=CC=CC4=C3C2=C1C=C4,1912059,Brc1ccc2ccc3cccc4ccc1c2c34,1714-29-0
SC1=C(Br)C=CC=C1,2039769,Sc1ccccc1Br,6320-02-1
COC1=CC(OC)=CC(Br)=C1,2359696,COc1cc(Br)cc(OC)c1,20469-65-2
FC1=C(F)C(F)=C(Br)C(F)=C1F,1819390,Fc1c(F)c(F)c(Br)c(F)c1F,344-04-7
BrC1=CC=C(C=C1)N=C=O,508203,O=C=Nc1ccc(Br)cc1,2493-02-9
BrC1=CC(C=C)=CC=C1,2038490,C=Cc1cccc(Br)c1,2039-86-3
FC1=C(C=CC(Br)=C1)N(=O)=O,3530476,O=[N+]([O-])c1ccc(Br)cc1F,321-23-3
FC1=C(C=O)C=CC(Br)=C1,7700208,O=Cc1ccc(Br)cc1F,57848-46-1
CC1=CC(Br)=C(N)C=C1,1931711,Cc1ccc(N)c(Br)c1,583-68-6
COC1=CC=C2C=C(Br)C=CC2=C1,2043874,COc1ccc2cc(Br)ccc2c1,5111-65-9
BrC1=CC(=CC(=C1)C1=CC=CC=C1)C1=CC=CC=C1,4423206,Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1,103068-20-8
COC1=CC=C(Br)C=C1OC,2046884,COc1ccc(Br)cc1OC,2859-78-1
BrC1=CC=C(C=C1)C1=CC2=C(C=C1)N(C1=C2C=CC=C1)C1=CC=CC=C1,19325695,Brc1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1,1028647-93-9
NC1=CC=C(Br)C=C1F,2081089,Nc1ccc(Br)cc1F,367-24-8
COC(=O)C1=CC(Br)=CC=C1,1940810,COC(=O)c1cccc(Br)c1,618-89-3
COC1=CC(C=O)=C(Br)C=C1,2246539,COc1ccc(Br)c(C=O)c1,7507-86-0
CC(=O)C1=CC(Br)=CC=C1O,2045140,CC(=O)c1cc(Br)ccc1O,1450-75-5
CC1=CC(Br)=CC=C1C(O)=O,2249816,Cc1cc(Br)ccc1C(=O)O,68837-59-2
BrC1=CC2=C(C=C1)C1=C(C=CC=C1)C1=C2C=CC=C1,2272673,Brc1ccc2c3ccccc3c3ccccc3c2c1,19111-87-6
COC1=C(OC)C=C(C=O)C(Br)=C1,2052355,COc1cc(Br)c(C=O)cc1OC,5392-10-9
BrC1=CC=C(C=C1)C1=CC=CC2=C1OC1=C2C=CC=C1,14346140,Brc1ccc(-c2cccc3c2oc2ccccc23)cc1,955959-84-9
NC1=C(C=C(Br)C=C1)N(=O)=O,2210198,Nc1ccc(Br)cc1[N+](=O)[O-],875-51-4
FC1=CC=C(Br)C(F)=C1,1680892,Fc1ccc(Br)c(F)c1,348-57-2
FC1=CC=C(Br)C(C=O)=C1,5497835,O=Cc1cc(F)ccc1Br,94569-84-3
FC1=C(C=CC(Br)=C1)C#N,4231143,N#Cc1ccc(Br)cc1F,105942-08-3
NC1=C(C=CC=C1CC(O)=O)C(=O)C1=CC=C(Br)C=C1,8335547,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,0
OC1=CC(Br)=CC=C1C=O,2433855,O=Cc1ccc(Br)cc1O,22532-62-3
FC1=CC=C(C=O)C(Br)=C1,2412140,O=Cc1ccc(F)cc1Br,59142-68-6
OC(=O)C1=C(F)C=C(Br)C=C1,6323931,O=C(O)c1ccc(Br)cc1F,112704-79-7
CC1=C(N)C=CC(Br)=C1,636521,Cc1cc(Br)ccc1N,583-75-5
OCC1=CC(Br)=CC=C1,2242512,OCc1cccc(Br)c1,15852-73-0
NNC(=O)C1=CC=C(Br)C=C1,777006,NNC(=O)c1ccc(Br)cc1,5933-32-4
COC(=O)C1=CC=C(Br)C=C1C,2574507,COC(=O)c1ccc(Br)cc1C,99548-55-7
BrC1=CC=C(C=C1)N(C1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,14458443,Brc1ccc(N(c2ccc(-c3ccccc3)cc2)c2ccc(-c3ccccc3)cc2)cc1,499128-71-1
OC1=C(Br)C2=C(C=CC=C2)C=C1,2044001,Oc1ccc2ccccc2c1Br,573-97-7
CS(=O)(=O)C1=CC=C(Br)C=C1,2045675,CS(=O)(=O)c1ccc(Br)cc1,3466-32-8
SC1=CC=CC(Br)=C1,1926242,Sc1cccc(Br)c1,6320-01-0
OC(=O)CC1=CC=CC(Br)=C1,2045104,O=C(O)Cc1cccc(Br)c1,1878-67-7
BrC1=CC=C(C=CN(=O)=O)C=C1,2088460,O=[N+]([O-])C=Cc1ccc(Br)cc1,3156-37-4
CNC1=CC=C(Br)C=C1,2205847,CNc1ccc(Br)cc1,6911-87-1
FC1=CC=C(Br)C=C1C=O,7632798,O=Cc1cc(Br)ccc1F,93777-26-5
CC1=CC=C(C)C(Br)=C1,2040350,Cc1ccc(C)c(Br)c1,553-94-6
FC(F)(F)C1=CC=CC=C1Br,1945750,FC(F)(F)c1ccccc1Br,392-83-6
OCCC1=CC=C(Br)C=C1,2079929,OCCc1ccc(Br)cc1,4654-39-1
CC1=C(Br)C=CC(O)=C1,1859122,Cc1cc(O)ccc1Br,14472-14-1
CCC(=O)C1=CC=C(Br)C=C1,1210311,CCC(=O)c1ccc(Br)cc1,10342-83-3
ClS(=O)(=O)C1=CC(Br)=CC=C1,2691656,O=S(=O)(Cl)c1cccc(Br)c1,2905-24-0
BrC1=CC=C(C=C1)N=N#N,1939308,[N-]=[N+]=Nc1ccc(Br)cc1,2101-88-4
FC(F)(F)OC1=CC=C(Br)C=C1,2046332,FC(F)(F)Oc1ccc(Br)cc1,407-14-7
CCC1=C(Br)C=CC=C1,1929735,CCc1ccccc1Br,1973-22-4
OC(=O)C1=CC(Br)=CC=C1O,2209121,O=C(O)c1cc(Br)ccc1O,89-55-4
BrC1=CC=C(C=C1)C1=CC=C(I)C=C1,2518914,Brc1ccc(-c2ccc(I)cc2)cc1,105946-82-5
CC1=CC=C(O)C(Br)=C1,1859036,Cc1ccc(O)c(Br)c1,6627-55-0
COC(=O)CC1=CC=C(Br)C=C1,2613992,COC(=O)Cc1ccc(Br)cc1,41841-16-1
BrC1=C2C=CC=CC2=C(C2=CC=CC=C2)C2=CC=CC=C12,2277064,Brc1c2ccccc2c(-c2ccccc2)c2ccccc12,23674-20-6
NCCC1=CC=C(Br)C=C1,2802431,NCCc1ccc(Br)cc1,73918-56-6
BrC1=CC=C(C=C1)C1=C2C=CC=CC2=C(C2=CC=CC=C2)C2=C1C=CC=C2,11441859,Brc1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,625854-02-6
BrC1=CC=C(OC2=CC=CC=C2)C=C1,1308972,Brc1ccc(Oc2ccccc2)cc1,101-55-3
NS(=O)(=O)C1=CC=C(Br)C=C1,2691657,NS(=O)(=O)c1ccc(Br)cc1,701-34-8
CC1=CC=C(Br)C(C)=C1,2040352,Cc1ccc(Br)c(C)c1,583-70-0
OC1=C(Cl)C=C(Br)C=C1,2042867,Oc1ccc(Br)cc1Cl,3964-56-5
BrC1=CC=C(C=C1)C1=CC=CC2=CC=CC=C12,3256523,Brc1ccc(-c2cccc3ccccc23)cc1,204530-94-9
OC1=CC=C(Br)C=C1F,1861281,Oc1ccc(Br)cc1F,2105-94-4
NCC1=CC=CC=C1Br,2689715,NCc1ccccc1Br,3959-05-5
CC1=C(C)C=C(Br)C=C1,2040354,Cc1ccc(Br)cc1C,583-71-1
COC1=CC(Br)=CC(OC)=C1OC,2101952,COc1cc(Br)cc(OC)c1OC,2675-79-8
BrCC(=O)C1=CC(Br)=CC=C1,775786,O=C(CBr)c1cccc(Br)c1,18523-22-3
FC1=C(I)C=CC(Br)=C1,4740250,Fc1cc(Br)ccc1I,105931-73-5
NC1=C(O)C=CC(Br)=C1,3236448,Nc1cc(Br)ccc1O,40925-68-6
ClC1=CC=C(Br)C(C=O)=C1,10423891,O=Cc1cc(Cl)ccc1Br,174265-12-4
BrC1=CC=C(C=C1)C1=CN2C=CC=CC2=N1,163834,Brc1ccc(-c2cn3ccccc3n2)cc1,34658-66-7
OC1=C(Br)C=C(C=O)C=C1,2205318,O=Cc1ccc(O)c(Br)c1,2973-78-6
COC(=O)C1=CC=C(Br)C=C1CBr,9902737,COC(=O)c1ccc(Br)cc1CBr,78471-43-9
CC1=CC=C(C=O)C(Br)=C1,2352756,Cc1ccc(C=O)c(Br)c1,824-54-4
BrC1=CC=CC(=C1)N1C2=CC=CC=C2C2=C1C=CC=C2,11062569,Brc1cccc(-n2c3ccccc3c3ccccc32)c1,185112-61-2
CC1(C)C2=CC=CC=C2C2=CC=C(C=C12)N(C1=CC=C(Br)C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,21255006,CC1(C)c2ccccc2-c2ccc(N(c3ccc(Br)cc3)c3ccc(-c4ccccc4)cc3)cc21,1246562-40-2
OC(=O)CC1=CC=CC=C1Br,2250655,O=C(O)Cc1ccccc1Br,18698-97-0
CS(=O)C1=CC=C(Br)C=C1,1860103,CS(=O)c1ccc(Br)cc1,934-71-4
COC1=CC(C=O)=CC(Br)=C1O,2049761,COc1cc(C=O)cc(Br)c1O,2973-76-4
CCOC(=O)CC1=CC=C(Br)C=C1,2092638,CCOC(=O)Cc1ccc(Br)cc1,14062-25-0
ClS(=O)(=O)C1=C(Br)C=CC=C1,2692202,O=S(=O)(Cl)c1ccccc1Br,2905-25-1
ClCC1=CC=C(Br)C=C1,636506,ClCc1ccc(Br)cc1,589-17-3
COC1=C(Br)C=C(C=O)C=C1,1636939,COc1ccc(C=O)cc1Br,34841-06-0
NCC1=CC(Br)=CC=C1,2689601,NCc1cccc(Br)c1,10269-01-9
CC1=C(Br)C2=C(C=CC=C2)C=C1,2042531,Cc1ccc2ccccc2c1Br,2586-62-1
BrC1=CC=C(C=C(C#N)C#N)C=C1,639062,N#CC(C#N)=Cc1ccc(Br)cc1,2826-24-6
NC1=C(Br)C=C(F)C=C1,2802562,Nc1ccc(F)cc1Br,1003-98-1
BrC1=CC=C(NC2=CC=CC=C2)C=C1,2092704,Brc1ccc(Nc2ccccc2)cc1,54446-36-5
FC(F)(F)C(=O)C1=CC=C(Br)C=C1,1956460,O=C(c1ccc(Br)cc1)C(F)(F)F,16184-89-7
NC1=C(Br)C=C(Cl)C=C1,2802563,Nc1ccc(Cl)cc1Br,873-38-1
FC1=CC(Br)=CC=C1CBr,4307676,Fc1cc(Br)ccc1CBr,76283-09-5
C[Si](C)(C)C1=CC=C(Br)C=C1,2638178,C[Si](C)(C)c1ccc(Br)cc1,6999-03-7
NC1=CC(F)=C(Br)C=C1,3236457,Nc1ccc(Br)c(F)c1,656-65-5
FC1=CC=C(C=O)C=C1Br,5806226,O=Cc1ccc(F)c(Br)c1,77771-02-9
COC(=O)C1=CC(C)=C(Br)C=C1,6593534,COC(=O)c1ccc(Br)c(C)c1,148547-19-7
ClCS(=O)(=O)C1=CC=C(Br)C=C1,2098764,O=S(=O)(CCl)c1ccc(Br)cc1,54091-06-4
FC1=CC=C(Br)C=C1C#N,7701063,N#Cc1cc(Br)ccc1F,179897-89-3
CCC1=CC(Br)=CC=C1,2076983,CCc1cccc(Br)c1,2725-82-8
COC(=O)CC1=CC(Br)=CC=C1,6323479,COC(=O)Cc1cccc(Br)c1,150529-73-0
CC1=CC(Br)=CC=C1O,2041491,Cc1cc(Br)ccc1O,2362-12-1
COC1=CC=C(Br)C(=C1)C(O)=O,639763,COc1ccc(Br)c(C(=O)O)c1,22921-68-2
OC1=CC(F)=C(Br)C=C1,4740249,Oc1ccc(Br)c(F)c1,121219-03-2
BrC1=CC=C(C=C1)C1=NC=CC=C1,120274,Brc1ccc(-c2ccccn2)cc1,63996-36-1
COC(=O)C1=CC(Br)=CC=C1N,972720,COC(=O)c1cc(Br)ccc1N,52727-57-8
OC1=CC=C(Br)C=C1N(=O)=O,1870312,O=[N+]([O-])c1cc(Br)ccc1O,7693-52-9
COC1=CC(OC)=C(Br)C=C1,1867593,COc1ccc(Br)c(OC)c1,17715-69-4
CC(C)(C)C1=CC(=CC(Br)=C1)C(C)(C)C,2091559,CC(C)(C)c1cc(Br)cc(C(C)(C)C)c1,22385-77-9
COC1=CC(C)=C(Br)C=C1,1933865,COc1ccc(Br)c(C)c1,27060-75-9
BrC1=C(C=CC=C1)C#C,2553290,C#Cc1ccccc1Br,766-46-1
BrC1=CC=C(C=CC=O)C=C1,2041144,O=CC=Cc1ccc(Br)cc1,0
COC1=CC=C(Br)C=C1C=O,508840,COc1ccc(Br)cc1C=O,25016-01-7
BrC1=CC=C(OCC2=CC=CC=C2)C=C1,1371040,Brc1ccc(OCc2ccccc2)cc1,6793-92-6
OC(=O)C1=C(Cl)C=CC(Br)=C1,2691432,O=C(O)c1cc(Br)ccc1Cl,21739-92-4
COC1=CC=C2C=CC=CC2=C1Br,2045600,COc1ccc2ccccc2c1Br,3401-47-6
ClC1=CC=C(C=O)C(Br)=C1,5245665,O=Cc1ccc(Cl)cc1Br,84459-33-6
BrC1=CC=C(C=C1)C1(C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=CC=C1,11053607,Brc1ccc(C2(c3ccccc3)c3ccccc3-c3ccccc32)cc1,0
BrC1=CC=C(\C=C\N(=O)=O)C=C1,2502065,O=[N+]([O-])/C=C/c1ccc(Br)cc1,0
BrC1=CC=C(C=CC(=O)C2=CC=CC=C2)C=C1,2049161,O=C(C=Cc1ccc(Br)cc1)c1ccccc1,1774-66-9
COC1=CC(Br)=C(OC)C=C1,2441884,COc1ccc(OC)c(Br)c1,25245-34-5
BrC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1113294,O=[N+]([O-])c1ccc(Br)c([N+](=O)[O-])c1,584-48-5
COC1=C(O)C(C=O)=CC(Br)=C1,2328601,COc1cc(Br)cc(C=O)c1O,5034-74-2
BrC1=CC(=CC=C1)C#C,2040367,C#Cc1cccc(Br)c1,766-81-4
CC1=CC=C(Br)C=C1F,1859028,Cc1ccc(Br)cc1F,51436-99-8
OC1=C(C=O)C=CC=C1Br,2041783,O=Cc1cccc(Br)c1O,1829-34-1
FC1=C(F)C=C(Br)C=C1,1934811,Fc1ccc(Br)cc1F,348-61-8
OC1=CC=C(F)C=C1Br,2355593,Oc1ccc(F)cc1Br,496-69-5
CC1=C(Br)C=CC(N)=C1,2689600,Cc1cc(N)ccc1Br,6933-10-4
CN(C)C1=CC=CC(Br)=C1,2079908,CN(C)c1cccc(Br)c1,16518-62-0
CC(C)C1=CC=C(Br)C=C1,1858096,CC(C)c1ccc(Br)cc1,586-61-8
BrC1=CC=C(C=C1)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,9783398,Brc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,202831-65-0
NC1=C(I)C=C(Br)C=C1,2081110,Nc1ccc(Br)cc1I,66416-72-6
CC(=O)C1=C(O)C=C(Br)C=C1,2249800,CC(=O)c1ccc(Br)cc1O,30186-18-6
CC1=CC(Br)=CC(C)=C1N,1936300,Cc1cc(Br)cc(C)c1N,24596-19-8
BrC1=C(C=O)C=CC2=C1C=CC=C2,2613639,O=Cc1ccc2ccccc2c1Br,3378-82-3
NC1=C(C=CC(Br)=C1)C(O)=O,2209123,Nc1cc(Br)ccc1C(=O)O,20776-50-5
COC(=O)C1=C(Br)C=CC(Cl)=C1,1943036,COC(=O)c1cc(Cl)ccc1Br,27007-53-0
ClC1=CC(Br)=C(I)C=C1,1680894,Clc1ccc(I)c(Br)c1,31928-44-6
OC1=C(Br)C=C(Cl)C=C1,2042871,Oc1ccc(Cl)cc1Br,695-96-5
CCOC(=O)C1=CC=CC(Br)=C1,1867121,CCOC(=O)c1cccc(Br)c1,24398-88-7
FC1=CC(I)=CC=C1Br,4740251,Fc1cc(I)ccc1Br,136434-77-0
CC1=C(Br)C=CC=C1C(O)=O,2613792,Cc1c(Br)cccc1C(=O)O,76006-33-2
BrC1=CC=C(C=C1)C1=CC2=C(C=CC=C2)C=C1,2524078,Brc1ccc(-c2ccc3ccccc3c2)cc1,22082-99-1
OC1=CC(C=O)=C(Br)C=C1,2079921,O=Cc1cc(O)ccc1Br,2973-80-0
BrC1=CC=C(C=C1)C1=NC(=CC(=N1)C1=CC=CC=C1)C1=CC=CC=C1,9209402,Brc1ccc(-c2nc(-c3ccccc3)cc(-c3ccccc3)n2)cc1,0
CC1=C(Br)C=C(N)C=C1,1562057,Cc1ccc(N)cc1Br,7745-91-7
CC1=CC(F)=CC=C1Br,1859121,Cc1cc(F)ccc1Br,452-63-1
[H][C@@](C)(O)C1=CC=C(Br)C=C1,2042030,C[C@H](O)c1ccc(Br)cc1,0
OC(=O)\C=C\C1=CC=C(Br)C=C1,2207384,O=C(O)/C=C/c1ccc(Br)cc1,0
BrC1=CC(=CC=C1)C1=NC=CC=C1,9900265,Brc1cccc(-c2ccccn2)c1,4373-60-8
COC(=O)C1=C(I)C=CC(Br)=C1,3243995,COC(=O)c1cc(Br)ccc1I,181765-86-6
COC1=C(C)C=C(Br)C=C1,2082284,COc1ccc(Br)cc1C,14804-31-0
NC1=C(Cl)C=C(Br)C=C1,3117740,Nc1ccc(Br)cc1Cl,38762-41-3
BrC1=CC=C(C=C1)C1=NC2=C(S1)C=CC=C2,611323,Brc1ccc(-c2nc3ccccc3s2)cc1,19654-19-4
ClC1=CC=C(Br)C=C1Cl,1635735,Clc1ccc(Br)cc1Cl,18282-59-2
C[C@@H](O)C1=CC=C(Br)C=C1,4798442,C[C@@H](O)c1ccc(Br)cc1,0
BrC1=CC=C(C=C1)C(=O)C=CC1=CC=CC=C1,2049153,O=C(C=Cc1ccccc1)c1ccc(Br)cc1,2403-27-2
BrC1=CC(=CC=C1)C1=NC(=CC(=N1)C1=CC=CC=C1)C1=CC=CC=C1,22641705,Brc1cccc(-c2nc(-c3ccccc3)cc(-c3ccccc3)n2)c1,864377-22-0
CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CC=CN=C1,479680,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,56775-88-3
CC1=CC=C(C=C1Br)C(O)=O,1936510,Cc1ccc(C(=O)O)cc1Br,7697-26-9
BrC1=C(CC#N)C=CC=C1,2043684,N#CCc1ccccc1Br,19472-74-3
CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1,8683807,CC1(C)OB(c2ccc(Br)cc2)OC1(C)C,68716-49-4
COC1=C(Br)C=CC(N)=C1,2690835,COc1cc(N)ccc1Br,19056-40-7
FC1=CC(Br)=CC(F)=C1C=O,14212170,O=Cc1c(F)cc(Br)cc1F,537013-51-7
CC1=CC(O)=CC(C)=C1Br,2207127,Cc1cc(O)cc(C)c1Br,7463-51-6
C[C@H](N)C1=CC=C(Br)C=C1,5729988,C[C@H](N)c1ccc(Br)cc1,27298-97-1
CN(C)CCC(C1=CC=C(Br)C=C1)C1=NC=CC=C1,217066,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,0
