raw_SMILES,reaxys_id,SMILES,cas_number
COC(=O)C1=CC(F)=C(Br)C=C1N(=O)=O,20254439,COC(=O)c1cc(F)c(Br)cc1[N+](=O)[O-],1220886-29-2
CC(C)(C)OC(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C2C=C(Br)C=CC2=C1,20362630,CC(C)(C)OC(=O)N1CCC[C@H]1c1ncc(-c2ccc3cc(Br)ccc3c2)[nH]1,1228551-96-9
COC1=CC(Br)=C(C=C1N)N(=O)=O,23334195,COc1cc(Br)c([N+](=O)[O-])cc1N,1421371-97-2
COC(=O)C(=O)C1=CC=C(Br)C=C1,1367820,COC(=O)C(=O)c1ccc(Br)cc1,57699-28-2
OC(=O)C=CC1=CC=CC(Br)=C1,1938683,O=C(O)C=Cc1cccc(Br)c1,0
COC(=O)C1=C(F)C=C(Br)C(F)=C1,1954452,COC(=O)c1cc(F)c(Br)cc1F,0
CC(C)C(=O)C1=CC=C(Br)C=C1,2084464,CC(C)C(=O)c1ccc(Br)cc1,49660-93-7
OC(=O)C1=CC=CC(Br)=C1O,2090442,O=C(O)c1cccc(Br)c1O,3883-95-2
BrC1=CC=C(C=NNC2=CC=CC=C2)C=C1,2211171,Brc1ccc(C=NNc2ccccc2)cc1,16917-42-3
OC(=O)C1=C(C=O)C=CC(Br)=C1,2360728,O=Cc1ccc(Br)cc1C(=O)O,4785-52-8
COC(=O)C1=CC=CC(=C1Br)N(=O)=O,2505657,COC(=O)c1cccc([N+](=O)[O-])c1Br,5337-09-7
NC1=CC(Cl)=C(Br)C=C1C(O)=O,2720779,Nc1cc(Cl)c(Br)cc1C(=O)O,50419-88-0
CC(C)(C)C1=CC(C=O)=C(O)C(Br)=C1,3255063,CC(C)(C)c1cc(Br)c(O)c(C=O)c1,119646-68-3
CC(=C)COC1=CC=CC=C1Br,4244739,C=C(C)COc1ccccc1Br,10178-53-7
BrC1=CC=CC=C1CCC=C,4965328,C=CCCc1ccccc1Br,71813-50-8
CC1=CC(Br)=CC(C)=C1F,5922699,Cc1cc(Br)cc(C)c1F,99725-44-7
BrC1=CC=C(C=C1)C(C1=CC=CN1)C1=CC=CN1,6925882,Brc1ccc(C(c2ccc[nH]2)c2ccc[nH]2)cc1,159152-11-1
OB(O)C1=CC=C(C=C1)C1=CC=C(Br)C=C1,8690586,OB(O)c1ccc(-c2ccc(Br)cc2)cc1,480996-05-2
FC1=CC(OCC2=CC=CC=C2)=CC=C1Br,8834527,Fc1cc(OCc2ccccc2)ccc1Br,185346-79-6
COC1=CC=C2C=C(SC2=C1)C1=CC=C(Br)C=C1,11088159,COc1ccc2cc(-c3ccc(Br)cc3)sc2c1,943439-52-9
CC1=C(C=CC(Br)=C1)C(=O)NC1CC1,13197528,Cc1cc(Br)ccc1C(=O)NC1CC1,345965-99-3
CC(C)(C)OC(=O)C1=C(F)C=C(Br)C=C1F,18524312,CC(C)(C)OC(=O)c1c(F)cc(Br)cc1F,955887-09-9
COC(=O)C1=C(I)C=C(Br)C=C1,19418339,COC(=O)c1ccc(Br)cc1I,1093418-75-7
CC1=CC(F)=C(C=C1Br)C(O)=O,20008804,Cc1cc(F)c(C(=O)O)cc1Br,515135-65-6
BrC1=CC=C(C=C1)C1=CN2C=CC=NC2=N1,179612,Brc1ccc(-c2cn3cccnc3n2)cc1,56921-85-8
BrC1=CC=C(C=C1)C(=O)NC1=NC=CC=C1,476763,O=C(Nc1ccccn1)c1ccc(Br)cc1,14547-83-2
BrC1=C(C=C(C=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,1886610,Brc1c(-c2ccccc2)cc(-c2ccccc2)cc1-c1ccccc1,10368-73-7
CC(=C)C1=CC=CC(Br)=C1,2075664,C=C(C)c1cccc(Br)c1,25108-58-1
FC1=CC2=C(C=C1)C=C(Br)C=C2,2206396,Fc1ccc2cc(Br)ccc2c1,324-41-4
CS(=O)(=O)NC1=CC=C(Br)C=C1,2804710,CS(=O)(=O)Nc1ccc(Br)cc1,4284-50-8
FC(F)(F)C1=C(I)C=CC(Br)=C1,3261644,FC(F)(F)c1cc(Br)ccc1I,364-12-5
COC(=O)C1=C(C=C(Br)C=C1)C(=O)OC,3286643,COC(=O)c1ccc(Br)cc1C(=O)OC,87639-57-4
BrC1=CC=C(C=C1)C#CC=O,4382486,O=CC#Cc1ccc(Br)cc1,76457-91-5
NC1=C(F)C=C(Br)C(F)=C1,4741102,Nc1cc(F)c(Br)cc1F,112279-60-4
COC(=O)CC1=CC=C(Br)C=C1N(=O)=O,5869176,COC(=O)Cc1ccc(Br)cc1[N+](=O)[O-],100487-82-9
FC(F)OC1=CC=CC(Br)=C1,9757520,FC(F)Oc1cccc(Br)c1,262587-05-3
COC1=CC=CC(OC)=C1C1=C(Br)C=CC=C1,9765231,COc1cccc(OC)c1-c1ccccc1Br,755017-61-9
COC(=O)C1=CC(Br)=CC(=C1)B1OC(C)(C)C(C)(C)O1,10443672,COC(=O)c1cc(Br)cc(B2OC(C)(C)C(C)(C)O2)c1,1025718-78-8
COC(=O)CCC1=CC=CC(Br)=C1,10657176,COC(=O)CCc1cccc(Br)c1,151583-29-8
NC1=C(F)C(Br)=C(F)C=C1,13767346,Nc1ccc(F)c(Br)c1F,103977-79-3
ClC1=CC(Br)=CC=C1OC1CC1,14481074,Clc1cc(Br)ccc1OC1CC1,869569-68-6
CC1=CC(Br)=CC=C1CN,14519476,Cc1cc(Br)ccc1CN,376646-62-7
OC(=O)CC\C=C\C1=CC(Br)=CC=C1,22301106,O=C(O)CC/C=C/c1cccc(Br)c1,1180670-58-9
FC1=C(Br)C=C(C=C1)N1C(=O)ON=C1C1=NON=C1N(=O)=O,31118055,O=c1onc(-c2nonc2[N+](=O)[O-])n1-c1ccc(F)c(Br)c1,0
CC1(C)COC(=N1)C1=CC=C(Br)C=C1,1212426,CC1(C)COC(c2ccc(Br)cc2)=N1,32664-14-5
CCOC(=O)C(C(=O)OCC)C1=CC(Br)=CC=C1,1983761,CCOC(=O)C(C(=O)OCC)c1cccc(Br)c1,56911-48-9
ONC(=O)C1=CC=C(Br)C=C1,2046660,O=C(NO)c1ccc(Br)cc1,1836-27-7
CC1=C(C=C(Br)C=C1)S(Cl)(=O)=O,2098729,Cc1ccc(Br)cc1S(=O)(=O)Cl,69321-56-8
OCCNS(=O)(=O)C1=CC=C(Br)C=C1,2732658,O=S(=O)(NCCO)c1ccc(Br)cc1,59724-43-5
OC1=CC(=C(Br)C=C1)N(=O)=O,3254090,O=[N+]([O-])c1cc(O)ccc1Br,78137-76-5
COC(=O)CC1=C(OC)C=CC(Br)=C1,3272115,COC(=O)Cc1cc(Br)ccc1OC,294860-58-5
OCC1=C(Br)C=C(Cl)C=C1,5807572,OCc1ccc(Cl)cc1Br,143888-84-0
COC(=O)C1=CC(F)=C(F)C=C1Br,5864278,COC(=O)c1cc(F)c(F)cc1Br,878207-28-4
FC1=CC=C(C(Cl)=O)C(Br)=C1,7805592,O=C(Cl)c1ccc(F)cc1Br,95383-36-1
BrC1=CC(C#N)=C(C=C1N(=O)=O)C#N,7992023,N#Cc1cc(Br)c([N+](=O)[O-])cc1C#N,206268-72-6
BrC1=CC=C(C=C1)C1=NC=CN1,9043704,Brc1ccc(-c2ncc[nH]2)cc1,176961-53-8
NC1=C(OC(F)(F)F)C=C(Br)C=C1,11403402,Nc1ccc(Br)cc1OC(F)(F)F,175278-09-8
COC(=O)C1=C(N)C(=CC(Br)=C1)N(=O)=O,14208171,COC(=O)c1cc(Br)cc([N+](=O)[O-])c1N,636581-61-8
FC1=C(Br)C(C=O)=C(F)C=C1,15486779,O=Cc1c(F)ccc(F)c1Br,934987-26-5
CC(C)C1=CC(Br)=CC(C(C)C)=C1I,19483508,CC(C)c1cc(Br)cc(C(C)C)c1I,946147-63-3
CCOC(=O)C1(CC1)C1=CC=C(Br)C=C1,20925164,CCOC(=O)C1(c2ccc(Br)cc2)CC1,1215205-50-7
CCS(=O)(=O)CC1=CC=C(OC2=C(F)C=C(F)C=C2)C(Br)=C1,24599271,CCS(=O)(=O)Cc1ccc(Oc2ccc(F)cc2F)c(Br)c1,0
CC(=O)C1=CC=C(Br)C2=C1C=CC=C2,639043,CC(=O)c1ccc(Br)c2ccccc12,46258-62-2
OC(=O)C1=CC(Br)=CC2=CC=CC=C12,1950887,O=C(O)c1cc(Br)cc2ccccc12,16726-66-2
NC1=C(Br)C=CC=C1N(=O)=O,2094178,Nc1c(Br)cccc1[N+](=O)[O-],59255-95-7
CC(=O)CC(=O)NC1=CC=C(Br)C=C1,2104112,CC(=O)CC(=O)Nc1ccc(Br)cc1,38418-24-5
OC1=C(Cl)C=C(Br)C=C1C=O,2442420,O=Cc1cc(Br)cc(Cl)c1O,19652-33-6
CC(C)C1=C(O)C(Br)=C(C)C=C1,2517747,Cc1ccc(C(C)C)c(O)c1Br,13019-31-3
BrC1=C(C=C(C=C1)C#N)N(=O)=O,2577614,N#Cc1ccc(Br)c([N+](=O)[O-])c1,89642-49-9
ClC(=O)\C=C\C1=CC=C(Br)C=C1,2613444,O=C(Cl)/C=C/c1ccc(Br)cc1,0
ClS(=O)(=O)CC1=CC=C(Br)C=C1,2804711,O=S(=O)(Cl)Cc1ccc(Br)cc1,53531-69-4
ClC1=CC(I)=CC=C1Br,9119438,Clc1cc(I)ccc1Br,0
COC(=O)C(=C)C(O)C1=CC=C(Br)C=C1,9392382,C=C(C(=O)OC)C(O)c1ccc(Br)cc1,251320-24-8
FC1=C(Br)C(F)=C(C=C1)N(=O)=O,13413127,O=[N+]([O-])c1ccc(F)c(Br)c1F,103977-78-2
CC(C)(C)OC(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C(Br)C=C1,13429431,CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1,259808-63-4
FC(F)(F)C1=CC(I)=C(Br)C=C1,14332305,FC(F)(F)c1ccc(Br)c(I)c1,640280-28-0
CC1=C(C=C(Br)C=C1)C(F)(F)F,14522196,Cc1ccc(Br)cc1C(F)(F)F,86845-27-4
COC(=O)C1=CC(Br)=CC=C1C=O,15798211,COC(=O)c1cc(Br)ccc1C=O,1016163-89-5
COC1=CC(Br)=C(Cl)C=C1N,21882874,COc1cc(Br)c(Cl)cc1N,102170-53-6
CC(C)(C1=CC=C(Br)C=C1)C(F)(F)F,22001536,CC(C)(c1ccc(Br)cc1)C(F)(F)F,1225380-05-1
CC(C)[Si](OC1=C(Cl)C(C)=C(Br)C=C1)(C(C)C)C(C)C,28590967,Cc1c(Br)ccc(O[Si](C(C)C)(C(C)C)C(C)C)c1Cl,0
OC1=C(C=O)C=C(Br)C=C1C=O,1866518,O=Cc1cc(Br)cc(C=O)c1O,109517-99-9
COC1=CC(C=O)=C(OC)C=C1Br,1948290,COc1cc(C=O)c(OC)cc1Br,31558-41-5
OC(C1=CC=CC=C1)C1=CC=CC(Br)=C1,1959496,OC(c1ccccc1)c1cccc(Br)c1,63012-04-4
CC1=CC(=CC(Br)=C1)N(=O)=O,2250155,Cc1cc(Br)cc([N+](=O)[O-])c1,52488-28-5
OC1=CC(Br)=CC(O)=C1O,3048179,Oc1cc(Br)cc(O)c1O,16492-75-4
COC(=O)C1=C(Br)C=C(CBr)C=C1,4179311,COC(=O)c1ccc(CBr)cc1Br,128577-48-0
C[C@H](NC(C)=O)C1=CC=C(Br)C=C1,7687328,CC(=O)N[C@@H](C)c1ccc(Br)cc1,186296-23-1
NC1=CC(Br)=C(OC(F)(F)F)C=C1,8683102,Nc1ccc(OC(F)(F)F)c(Br)c1,0
NC1=C(C=C(Br)C=C1)S(F)(F)(F)(F)F,9768627,Nc1ccc(Br)cc1S(F)(F)(F)(F)F,0
CS(=O)(=O)C1=C(C=C(Br)C=C1)C(F)(F)F,11546648,CS(=O)(=O)c1ccc(Br)cc1C(F)(F)F,300356-32-5
CS(=O)(=O)C1=CC=C(Br)C=C1F,14283974,CS(=O)(=O)c1ccc(Br)cc1F,648904-84-1
NC(=O)C1=CC=C(Br)C=C1F,14355283,NC(=O)c1ccc(Br)cc1F,292621-45-5
NC1=CC=CC(Br)=C1CO,14446513,Nc1cccc(Br)c1CO,861106-92-5
NC1=C(F)C=C(Br)C=C1N(=O)=O,20069044,Nc1c(F)cc(Br)cc1[N+](=O)[O-],517920-70-6
BrC1=CC(=CC=C1)N1C=NC2=CC=CC=C12,22776743,Brc1cccc(-n2cnc3ccccc32)c1,1352226-51-7
ClCC1=CC(Br)=CC=C1I,23307062,ClCc1cc(Br)ccc1I,1261817-10-0
COC1=C(OC)C(OC)=C(Br)C=C1,2050297,COc1ccc(Br)c(OC)c1OC,10385-36-1
CCCCCC1=CC=C(Br)C=C1,2081772,CCCCCc1ccc(Br)cc1,51554-95-1
COC1=C(Br)C(C=O)=CC=C1,2517313,COc1cccc(C=O)c1Br,10401-18-0
OCC1=CC(Br)=CC(CO)=C1O,2577640,OCc1cc(Br)cc(CO)c1O,6296-63-5
CCN(CC)C1=CC=CC(Br)=C1,2830784,CCN(CC)c1cccc(Br)c1,53142-19-1
CC(C)C1=C(Br)C=CC(O)=C1,2962792,CC(C)c1cc(O)ccc1Br,16606-29-4
BrC1=CC=C(C=C1)[C@@H]1CO1,6174862,Brc1ccc([C@@H]2CO2)cc1,62566-68-1
CCOC(=O)C1=C(C)NC(=O)NC1C1=CC=CC(Br)=C1,8423755,CCOC(=O)C1=C(C)NC(=O)NC1c1cccc(Br)c1,202277-52-9
NC1=NC=NC2=C1C(=CC(=N2)C1=CN=C(C=C1)N1CCOCC1)C1=CC=CC(Br)=C1,8801663,Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cc(-c3cccc(Br)c3)c12,0
CC(C)(C)OC(=O)N1CCC(CC1)OC1=CC=C(Br)C=C1,15414745,CC(C)(C)OC(=O)N1CCC(Oc2ccc(Br)cc2)CC1,308386-38-1
COC(=O)C1=CC(OC(F)(F)F)=C(Br)C=C1,15640546,COC(=O)c1ccc(Br)c(OC(F)(F)F)c1,957206-36-9
NS(=O)(=O)NCCNC1=NON=C1C1=NOC(=O)N1C1=CC=C(F)C(Br)=C1,26834852,NS(=O)(=O)NCCNc1nonc1-c1noc(=O)n1-c1ccc(F)c(Br)c1,1204669-70-4
BrC1=CC(=CC=C1)N1CCNCC1,610722,Brc1cccc(N2CCNCC2)c1,31197-30-5
CC1=NN(C(=O)C1)C1=CC=C(Br)C=C1,745723,CC1=NN(c2ccc(Br)cc2)C(=O)C1,14580-15-5
CSC1=C(C#N)C(=O)OC(=C1)C1=CC=C(Br)C=C1,1383616,CSc1cc(-c2ccc(Br)cc2)oc(=O)c1C#N,61380-87-8
BrC1=CC=CC2=C(C=CC=C12)N(=O)=O,1874666,O=[N+]([O-])c1cccc2c(Br)cccc12,5328-76-7
CC(=CC1=CC=C(Br)C=C1)N(=O)=O,2047928,CC(=Cc1ccc(Br)cc1)[N+](=O)[O-],21892-60-4
COC1=C(Br)C=C(C=C1)C(C)(C)C,2087236,COc1ccc(C(C)(C)C)cc1Br,41280-65-3
BrC1=CC=CC2=C1C=CC1=CC3=C(C=CC=C3)C=C21,2456810,Brc1cccc2c1ccc1cc3ccccc3cc12,61921-39-9
CCOC(=O)C(Br)C1=CC=C(Br)C=C1,2616735,CCOC(=O)C(Br)c1ccc(Br)cc1,77143-76-1
COC(=O)C1=CC(OC)=C(Br)C(OC)=C1,2698476,COC(=O)c1cc(OC)c(Br)c(OC)c1,26050-64-6
CC1=CC=C(C=C1)S(=O)(=O)NC1=C(Br)C=CC=C1,2812295,Cc1ccc(S(=O)(=O)Nc2ccccc2Br)cc1,1024-38-0
CC(=O)C1=CC(Cl)=CC=C1Br,3089073,CC(=O)c1cc(Cl)ccc1Br,935-99-9
COC(=O)C(=O)\C=C\C1=CC=C(Br)C=C1,3200163,COC(=O)C(=O)/C=C/c1ccc(Br)cc1,104093-34-7
OCC(O)C1=CC=C(Br)C=C1,3246267,OCC(O)c1ccc(Br)cc1,92093-23-7
COC1=CC(C=O)=C(Br)C(OC)=C1,3250027,COc1cc(C=O)c(Br)c(OC)c1,85565-93-1
OC1(CC1)C1=CC=C(Br)C=C1,4859742,OC1(c2ccc(Br)cc2)CC1,109240-30-4
CC(=NNS(=O)(=O)C1=CC=C(C)C=C1)C1=CC=C(Br)C=C1,4875795,CC(=NNS(=O)(=O)c1ccc(C)cc1)c1ccc(Br)cc1,75230-51-2
BrC1=CC=C(C=C1)C1=CC=C(S1)C1=CC=CC=C1,7026218,Brc1ccc(-c2ccc(-c3ccccc3)s2)cc1,118621-30-0
BrC1=CC(=CC(=C1)C#N)C#N,7127511,N#Cc1cc(Br)cc(C#N)c1,160892-07-9
FC1=C(Br)C=C(C=O)C(=C1)N(=O)=O,8054034,O=Cc1cc(Br)c(F)cc1[N+](=O)[O-],213382-45-7
CC(C)(C)C1=CC2=C(C=C1)N(C1=C2C=C(C=C1)C(C)(C)C)C1=CC=C(Br)C=C1,9426118,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(Br)cc1,601454-33-5
CON(C)C(=O)C1=CC=C(Br)C=C1F,9552668,CON(C)C(=O)c1ccc(Br)cc1F,801303-33-3
CCC1=CC(C)=CC(CC)=C1Br,9760218,CCc1cc(C)cc(CC)c1Br,314084-61-2
COC(=O)C1=CC=C(Br)C(C=O)=C1,10335704,COC(=O)c1ccc(Br)c(C=O)c1,858124-35-3
BrC1=CC2=C(C3=CC=CC4=C3C=CC=C4)C3=C(C=CC=C3)C(C3=CC=CC4=C3C=CC=C4)=C2C=C1,18671090,Brc1ccc2c(-c3cccc4ccccc34)c3ccccc3c(-c3cccc4ccccc34)c2c1,929031-39-0
CC(C)(C)OC(=O)NCCNC1=NON=C1C1=NOC(=O)N1C1=CC(Br)=C(F)C=C1,19867612,CC(C)(C)OC(=O)NCCNc1nonc1-c1noc(=O)n1-c1ccc(F)c(Br)c1,1204669-68-0
CC(N)(CO)C1=CC(Br)=CC=C1,21011953,CC(N)(CO)c1cccc(Br)c1,1183013-69-5
FC1=C(Br)C=C(S)C=C1,22701644,Fc1ccc(S)cc1Br,942473-85-0
C[Si](C)(C)OC1=C(Cl)C=C(Br)C=C1,28590907,C[Si](C)(C)Oc1ccc(Br)cc1Cl,0
CC1=CC=C(C)N1C1=CC=C(Br)C=C1,139114,Cc1ccc(C)n1-c1ccc(Br)cc1,5044-24-6
BrC1=CC=C(C=C1)N1C=CC=C1,1307254,Brc1ccc(-n2cccc2)cc1,5044-39-3
CSC(SC)=CC(=O)C1=CC=C(Br)C=C1,2047756,CSC(=CC(=O)c1ccc(Br)cc1)SC,39580-38-6
BrC1=CC=C(CI)C=C1,2078700,Brc1ccc(CI)cc1,55883-45-9
BrC1=C(C=CC=C1)C(=C)C1=CC=CC=C1,2251919,C=C(c1ccccc1)c1ccccc1Br,24892-82-8
BrCC1=CC(CBr)=CC(Br)=C1,2359124,BrCc1cc(Br)cc(CBr)c1,51760-23-7
BrC1=CC(NC2=CC=CC=C2)=CC=C1,2719374,Brc1cccc(Nc2ccccc2)c1,88280-58-4
NC1=C(CO)C=C(Br)C=C1F,2804464,Nc1c(F)cc(Br)cc1CO,0
CC1=C(N)C(=CC(Br)=C1)N(=O)=O,3530524,Cc1cc(Br)cc([N+](=O)[O-])c1N,77811-44-0
BrC1=C(CCC=O)C=CC=C1,4799355,O=CCCc1ccccc1Br,107408-16-2
COC1=CC=C(C=C1)C#CC1=CC=CC=C1Br,5335833,COc1ccc(C#Cc2ccccc2Br)cc1,149457-45-4
FC(F)=CC1=CC=C(Br)C=C1,5923035,FC(F)=Cc1ccc(Br)cc1,84750-93-6
COC(=O)C1=CC(F)=CC(Br)=C1,10531190,COC(=O)c1cc(F)cc(Br)c1,334792-52-8
ClC1=CC(Br)=CC(=C1)C#N,11139132,N#Cc1cc(Cl)cc(Br)c1,0
COC1=CC(=CC=C1Br)C(C)C,14442618,COc1cc(C(C)C)ccc1Br,820258-23-9
COC(=O)C1=CC(=CC(Br)=C1)C1=NC=C(C)C=C1,19195055,COC(=O)c1cc(Br)cc(-c2ccc(C)cn2)c1,1149752-92-0
CC1=C(Br)C=CC(O[Si](C)(C)C)=C1Cl,28590929,Cc1c(Br)ccc(O[Si](C)(C)C)c1Cl,0
OC1=CC=CC=C1C(=O)C=CC1=CC=C(Br)C=C1,1967423,O=C(C=Cc1ccc(Br)cc1)c1ccccc1O,0
CC1=CC=C(C=C1)S(=O)(=O)CC(=O)C1=CC=C(Br)C=C1,1990243,Cc1ccc(S(=O)(=O)CC(=O)c2ccc(Br)cc2)cc1,31377-97-6
CC(C)(C)OC(=O)C1=CC=CC(Br)=C1,2252614,CC(C)(C)OC(=O)c1cccc(Br)c1,69038-74-0
CCS(=O)(=O)C1=CC=C(Br)C=C1,2257089,CCS(=O)(=O)c1ccc(Br)cc1,26732-20-7
BrC1=CC=C(C=C1)C(=O)N=C=S,2360798,O=C(N=C=S)c1ccc(Br)cc1,66090-34-4
CC(C)(CO)C1=CC=C(Br)C=C1,2438708,CC(C)(CO)c1ccc(Br)cc1,32454-37-8
OC(=O)[C@H]1C[C@@H]1C1=CC=C(Br)C=C1,2615857,O=C(O)[C@H]1C[C@@H]1c1ccc(Br)cc1,1123620-89-2
COC(=O)C1=C(OC)C=C(OC)C(Br)=C1,2645923,COC(=O)c1cc(Br)c(OC)cc1OC,39503-51-0
CC(=O)C1=CC(Br)=C(N)C=C1,2716528,CC(=O)c1ccc(N)c(Br)c1,56759-32-1
FC(F)(F)C(=O)NC1=C(Br)C=CC=C1,2727378,O=C(Nc1ccccc1Br)C(F)(F)F,2727-71-1
CC1=C(Br)C=CC(=C1)S(C)(=O)=O,3247100,Cc1cc(S(C)(=O)=O)ccc1Br,99769-28-5
COC1=C(OC)C=C(C(Cl)=O)C(Br)=C1,3608379,COc1cc(Br)c(C(=O)Cl)cc1OC,55171-61-4
FC1=C(CBr)C=C(Br)C=C1,5924446,Fc1ccc(Br)cc1CBr,99725-12-9
COC1=CC(Br)=C(F)C=C1,7004851,COc1ccc(F)c(Br)c1,0
CC1=C(Br)C=C(C(F)=C1)N(=O)=O,7370262,Cc1cc(F)c([N+](=O)[O-])cc1Br,170098-98-3
CC(C)(C)[Si](C)(C)OC1=CC(Cl)=C(Br)C=C1,8906063,CC(C)(C)[Si](C)(C)Oc1ccc(Br)c(Cl)c1,0
CN1CCN(CC1)C(=O)C1=CC=C(Br)C=C1,11247553,CN1CCN(C(=O)c2ccc(Br)cc2)CC1,349395-87-5
COC(=O)C1=CC(Br)=CC(C)=C1,14222350,COC(=O)c1cc(C)cc(Br)c1,478375-40-5
CC(C)(C)OC(=O)N1CCN(CC1)C1=C(Br)C=CC=C1,14304276,CC(C)(C)OC(=O)N1CCN(c2ccccc2Br)CC1,494773-35-2
COC(=O)C1=CC(Br)=CC(N)=C1N,14438252,COC(=O)c1cc(Br)cc(N)c1N,1248541-63-0
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)C1=CC=C(Br)C=C1,14460290,CC(C)(C)OC(=O)N1CCN(C(=O)c2ccc(Br)cc2)CC1,867333-30-0
OC(=O)CN1N=NC(=N1)C1=CC(=NO1)N1CCC(CC1)OC1=C(Br)C=CC(F)=C1,18339400,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,1030612-90-8
FC1=CC(Br)=C(C=O)C=C1F,20365202,O=Cc1cc(F)c(F)cc1Br,476620-54-9
CC(N)(C(O)=O)C1=C(F)C=CC(Br)=C1,21196732,CC(N)(C(=O)O)c1cc(Br)ccc1F,1266784-23-9
BrC1=CC=C(OC2=NC=CC=C2)C=C1,142274,Brc1ccc(Oc2ccccn2)cc1,4783-82-8
BrC1=CC=C(CN2CCNCC2)C=C1,156352,Brc1ccc(CN2CCNCC2)cc1,91345-62-9
BrC1=CC=C(C=C1)C(=O)N1CCCCC1,159711,O=C(c1ccc(Br)cc1)N1CCCCC1,98612-93-2
BrC1=CC=C(COC2CCCCO2)C=C1,1374294,Brc1ccc(COC2CCCCO2)cc1,17100-68-4
BrCCC1=CC=CC=C1Br,1636065,BrCCc1ccccc1Br,1074-15-3
CSC1=CC=C(Br)C(C)=C1,1933866,CSc1ccc(Br)c(C)c1,90532-02-8
CC1=C(C=CC(Br)=C1)N(=O)=O,1946066,Cc1cc(Br)ccc1[N+](=O)[O-],52414-98-9
COC(=O)C1=CC(=CC(Br)=C1)N(=O)=O,1970763,COC(=O)c1cc(Br)cc([N+](=O)[O-])c1,6307-87-5
CCOC(=O)C(=CC1=CC=C(Br)C=C1)C(=O)OCC,1990912,CCOC(=O)C(=Cc1ccc(Br)cc1)C(=O)OCC,22399-01-5
COC1=CC(Br)=C(C=O)C=C1OCC1=CC=CC=C1,2058302,COc1cc(Br)c(C=O)cc1OCc1ccccc1,6451-86-1
CCOC(=O)C(=O)CC(=O)C1=CC=C(Br)C=C1,2119715,CCOC(=O)C(=O)CC(=O)c1ccc(Br)cc1,40155-54-2
BrC1=C(C=CC=C1)C1CCCCC1,2365764,Brc1ccccc1C1CCCCC1,59734-92-8
COC(=O)C1=C(Br)C=C(N)C=C1,2717682,COC(=O)c1ccc(N)cc1Br,98545-64-3
CC(=O)C(Cl)=NNC1=CC=C(Br)C=C1,3091972,CC(=O)C(Cl)=NNc1ccc(Br)cc1,18247-79-5
ClC1=C(C=CC(Br)=C1)S(Cl)(=O)=O,3271344,O=S(=O)(Cl)c1ccc(Br)cc1Cl,0
[H][C@@](CC1=CC=C(OC(=O)OCC2=CC=CC=C2Br)C=C1)(NC(=O)OC(C)(C)C)C(O)=O,3598852,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OC(=O)OCc2ccccc2Br)cc1)C(=O)O,47689-67-8
C[C@H](N)C1=CC(Br)=CC=C1,4798483,C[C@H](N)c1cccc(Br)c1,0
CC1(C)COC(OC1)C1=CC=C(Br)C=C1,5905910,CC1(C)COC(c2ccc(Br)cc2)OC1,105114-53-2
BrC1=CC=C(C=C1)C1CC(=O)C1,8405203,O=C1CC(c2ccc(Br)cc2)C1,254892-91-6
COC(=O)C1=C(Br)C=CC(=C1)C(F)(F)F,9048508,COC(=O)c1cc(C(F)(F)F)ccc1Br,0
NC1=C(F)C(F)=C(Br)C=C1,13501739,Nc1ccc(Br)c(F)c1F,112279-72-8
CC(C)(C)C1=CC(=CC2=CC(Br)=CC=C2)C=C(C1=O)C(C)(C)C,23934942,CC(C)(C)C1=CC(=Cc2cccc(Br)c2)C=C(C(C)(C)C)C1=O,0
BrC1=CC=C(C=C1)C1=NOC(=O)O1,28081729,O=c1onc(-c2ccc(Br)cc2)o1,0
CC1=CC(C)=C(O)C(Br)=C1,1936270,Cc1cc(C)c(O)c(Br)c1,15191-36-3
OC(=O)C1=C(Br)C=CC=C1Cl,1948619,O=C(O)c1c(Cl)cccc1Br,93224-85-2
CCOC1=CC=CC(Br)=C1,2079752,CCOc1cccc(Br)c1,2655-84-7
NC1=C(C=C(Cl)C=C1Br)N(=O)=O,2102658,Nc1c(Br)cc(Cl)cc1[N+](=O)[O-],827-25-8
CC(C)OC1=CC=CC(Br)=C1,4176950,CC(C)Oc1cccc(Br)c1,131738-73-3
BrC1=CC(CN=N#N)=CC=C1,4904916,[N-]=[N+]=NCc1cccc(Br)c1,126799-86-8
[H][C@](N)(CC1=CC(Br)=CC=C1)C(O)=O,8764457,N[C@@H](Cc1cccc(Br)c1)C(=O)O,82311-69-1
FC1=CC=C(Br)C=C1C(=O)C(F)(F)F,9622366,O=C(c1cc(Br)ccc1F)C(F)(F)F,617706-15-7
COC1=CC(Br)=CC(C(O)=O)=C1N,15583939,COc1cc(Br)cc(C(=O)O)c1N,864293-44-7
